product_name,rating,message
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Kejernihan lensa: Lumayan jernih
Kualitas pengerjaan: Rapi
Tapi sayang beli dua,yg satu tidak berfungsi normal,di cas gk bisa nambah,headset nya kadang konek kadang enggak,"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"saya beli 3, dan 1 tidak berfungsi dengan baik (tws sebelah nya tidak ada suara) kedepannya coba untuk di cek terlebih dahulu sebelum lakukan pengiriman trima kasih"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Ka ko punyaku kaya gini, terus ganyala si yg kotaknya itu"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Alhamdulillah paketnya sudah datang dengan selamat dan amanah,terimakasih dan isi nya sesuai dengan warna yg di request Kualitasnya bagus kurirnya juga ramah... 
Suka pokoknya ga ngecewain 
Aku milih warna biru😻🫶
Kualitas pengerjaan: Bagus"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"Batre Kosong, Barang sesuai Tidak Normal suara pecah dan pecah dan yang 1 gak aktif (mati)."
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"Bas bagusMantap
Performa: Apik
Kualitas pengerjaan: Apik pol josssss"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"bisa sih nyambung ke bluetooth, tpi di cassh blm bisa.
kecewa sama socket casnya, miring begitu. saya tau, ini harga murah. tpi kualitas jangan gini banget lahh,
saya beli pake uang juga. beli yg ke 2 kalinya malah mengecewakan begini.
masa beda warna beda kualitas.
udh di coba pake 3 cas msh gk bsa"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"Barang rusak kaga bisa Hidup,mau di benerin dalam komponen ya udah jamur,batre udah kembung,baru beli lupa di inboxsing,buang duit aja,
Performance: Buruk beli sampa
Lens clarity: Hitung2 kalah judi"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"kecewa sih, pas di unboxing trus pen sambungin ke hp kok si earphone nya kayak gini?! kayak barang rusak baru Dateng lohh.. kecewa bngt,, buat kalian kalo mau beli ini mending jangan deh barang bekas di kasih ke orang, najis ga amanah bngt, ganti rugi gak!!"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Kejernihan lensa: 75%
Kualitas pengerjaan: 75%
Performa: 80%
Barang minus 
Mengecewakan"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Kualitas pengerjaan: earbuds kanan matot, 😭
Performa: lumayan harga segini, tapi kurang bass, buat yang suka bass
barang: tidak ada magnet buat menempelkan buds, jadi mudah copot dari box. 
tolong diperbaiki pelayanannya, lebih baik dicoba sebelum di jual, biar tau berfungsi tidaknya, agak kecewa, barangnya yang kanan tidak hidup."
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Iyaa bgus mmng , cmn punya saya yg sebelah kiri TDK berfungsi , setelah saya cari tau, pas saya buka blkngnua sprti itu bentuknya. 

Note: kalau mau beli beli yg orian aja , bukan bilngkn ga ORI cmn harga segitu 20+ itu kalau katanya ori ngga ya, yg BNR 50+ baru ORI .okelh"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Aku kagett sih, dikira gak nyalaa ternyataa eh gak ada batre nyaa aku cas ternyata masuk, minusnya ituu pecahhh depan nyak. Gak teliti packingan nya kurang rapih. Harus di perbaiki lagi ya. Takutt pembelii pada pindahh wey"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Baru dipake 3 hari, tiba&#34; Yg satu lagi ga mau hidup, pdahal gada jatoh, dan aku cari tutorial nya ga bisa juga, udh dicoba brulang kli, huft gimna ta ini
Performa: Lumayan
Kejernihan lensa: Lumayan
Kualitas pengerjaan: Baik"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Performa: Kurang
Suara nya ga ngebas, dan kurang nyaman di telinga, sebelum nya sudah beli dari toko ini baik’ saja, tapi ini kali ke 3 beli. Suara nya tetap kurang,"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Untuk desainya bagus dan simpel tapi untuk kualitas nya jangan harap ya. Suaranya agak broken dan noise, beda kaya tws biasanya, bnr bnr audionya bukan kualitas bagus. Kaya suara radio. Ya namanya tws 25.000 an jd yaudalah"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"merek bagus,cuman satu nya tidak berfungsi yang kanan"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Packing bagus cuman kecewa nya headset nya gak nge bass
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"suara agak ceper, bass gak sekuat yang di iklankan, noise cancelling juga kurang, yang kiri g bunyi, gmn nih???"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,mahnet satu nya gak mau nempel jadi gak bisa ngcas ini ku kasih lakban biar bisa ngcas
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Stereo doang gk nge basa, pecah lagi paling nya kurang"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,min aku udh cas ful masi hidup sebelah trus🥲
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Ok barang sesuai pesenan
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,"mengecewakan, expedisi lambat, pas udh nyampe ga ada karetnya sebelah"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,ga bisa di pakai barang banyak yang rusak dan retak termasuk ga bisa di gunakan jelek gimana nih buat harga segitu mahal sekali
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"barangnya lumayan, setelah di cek yg satu suaranya sendat sendat, gak jelas.
 yg satunya bagus"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,Ini knp ya pas saya buka box nya kok rusak ternyata ada yg ilang gmn nih
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Kualitas pengerjaan: Pesen nya biru yg datang pink, trs ga bisa dipakai, gak ada suaranya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,Yang sebelah kiri tidak berfungsi/ tidak bisa menyambung
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Pengantaran cepat baru sehari co udah disamperin, tapi ketika di coba mengecewakan.., tampilan bagus modern dan simple,dikasih kabel charger,harga murah,pengisian lumayan cepat,tetapi baterai boros beberapa detik, dan yg paling mengecewakan suara nya, keceng bgt gelo, pdhl volume hp kecil..budeg,ajg"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Baru kali ini saya beli barang tp yg diterima bukan barang bagus , mana belinya bukan 1 pasang melainkan 3 pasang .

1. YANG WARNA BIRU TIDAK BEFUNGSI SALAH SATU HEDSETNYA
2 WARNA HITAM TIDAK ADA KARET PERLINDUNG BUAT TELINGA"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Maaf ya kasih bintang 2, untuk produk bagus gaada yg lecet sayang nya headset nya cuma hidup sebelah yg sebelah kanan gaada suara sama sekali"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,Barang berfungsi tp buat suara cempreng banget masih mending earphone kabel buat harga yg sama
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,"Baterai nya ga awet sama sekali baru pakai 15 menit langsung drop ke 50% padahal baru aja di cas. Kualitas suaranya sember gmn gitu, kenceng bgt pokoknya gua pake 20 menit aja pala langsung puyeng, kuping langsung pengang. Wajar sih namanya juga TWS murah."
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,Batre boros sama baret didalam
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,satunya ga bunyi
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,2.0,Agak mengecewakan pertama warna yg saya minta tidak sesuai dn suara yg dihasillan tdk ada bass nya sama sekali
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,putus putus😡ga
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Kok pas mau dipake cmn satu yang bisa disambungkan kek ga bisa dua' nya di saat yang sama
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,1.0,Ga berfungsi satu
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,heymmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,barang cuman hidup sebelah yg sebelah nya udh gua banting
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Tidak sesuay masa cuma sebelah doang sebelah nya kemana
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,minn ini kenapa ya punya aku gak ada suaranya sama sekali 😭🙏🏻🙏🏻
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Dari tadi dicas ok trs gabisa nyaut ke hp
Gimana ini"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Belum di coba karena baterai kosong banget, emang baterainya gk di isi dulu waktu mau dikirim?"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"ga sesuai ekspetasi, yang bisa buat dngrin cuma yang sebelah kiri yang kanan gabisa"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"yang satunya ga nyala,ga ada perangkat di earphone nya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Min kok punya saya yang bersuara cuma sebelah doang
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Kualitas pengerjaan: ka ko ngga bisa di sambungin ke bluetooth ya ka
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Di hpku tidak bisa connect tapi di hp yang lain bisa
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Udh dtng tpi satunya tidak hidup, packinganny ny rapi , pengiriman cpet"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Saya pesan 2 yg 1 nice yg satunya headset sebelah nya tidak perfungsi,jdi 50:50 nilai nya🙏
Performa: Mati sebelah headsetnya yg satu nya baik"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Mohon di perhatikan lagi yah ke amanan barang nya ,jngan sampe pecah gini yang di kirim nya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Bagus tapi yang satunya tidak bisa tersambung ,
Dan liat ajah berwarna hijau beda"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"kenapa suara gak bisa sambung ke duaanya kakak, macam mana cara nya bisa sambung duanya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Kualitas nya kurang bagus suara kemresek kaya radio bodol
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Untuk barangnya baru smpai hari ini, tapi pas dipake lowbet2an sdngkan di cash udh lama ,trus udh tulisan ok tp blum ada 5 menit udh mati"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"yg sebelah kanan gada suaranya sama sekali, yy sebelah kiri bagus, udh dicas penuh tpi tetap gada suaranya, kayqnyq rusak sihhhh"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Performa: earphone nya cuman sebelah doang yang bisa aneh
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"pesen yang blue, dikirim malah warna putih. yang sebelah kanan juga ga nyala"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Barang nya gajelas pengiriman lama banget udah gitu brang nya gamau idup udah kucas seharian ga nyala nyala
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,baru dateng ga nyala terus nyoba di cas nyaala tapi pas di pake cuma sebelah doang yg nyala terus suara nya juga suka ke putus putus batrenya boros dari 100 pas di pake baru juga 10 manit udah sisa 50 persen lagi kecewaaa banget.
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Ini cara makek nya gimana 
Sering mati sendiri padahal nggak di matiin bluetooth"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Yg d pesan wrna pink yg dtang warna biru pdahal di kotak bungkusnya seller nyoret wrna pink tp isinya biru trs wts nya cuma sebelah yg hidup dn itu jg kaya radio rusak ngk jlas suaranya.
Agak kecewa si"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Aku kasih bintang 3 karna bagian bawah nya kaya pecah gituu
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Agak kecewa sih, pesen nya warna hitam yang dikirim warna biru"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Udah di cas juga nyala kan orang lain mah di cas tuh nyala atau ngisi lah yah ini mah nengga terus pas datang ko ga ada dus nya dalem nya cuman di pelatikin ajah
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Pesannya wrna ping dtanf nya hitam gimana si toko nya
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,yang satu gak bisa hidup dan cuma mati biru &#34; trss aja maaf gk whoritt
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Untuk tampilan bagus, kualitasnya bagus, suara, dan bassnya lumayan. Tapi entah knp.. setiap berkurang tepat 10%, langsung auto disconnect, lalu connect lagi. Juga batrenya cukup cepat habisnya."
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Satu nya rusak satu lagi bisa hidup
Kejernihan lensa: Suara nyy jernih"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"gmn yaa,sbnrnya suka sm paketnya krn pengiriman cpt + tws nya enak gt,tpi ada kerusakan di tws ny,pket dteng itu ntah knp ak gada inisiatif video ps unboxing krn biasanya udh bikin vt unboxing pket nya fine gt 🫠🫠eh tpi ini mlah ak g bikin vid unboxing ny🫠,dn tws ny yng kanan rusak dri awl dten🫠"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Headset bluetooth nyah yg bisa di pake cuman 1 belah kiri yg belah kanan nyah GK bisa di pake di karnakan mental trs pas di sambungin kek bluetooth.

Bentuk barang sesuai hanya sedikit kendala karna yg belah kanan nyh mental trs pas di sambungin kek bluetooth"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"saran aja🙏
kalo mau ngirim barang, barangnya dicek dulu soalnya saya baru beli yang nyala cuma satu doang sebelahnya mati🙏🙏🙏"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Pengepakan kurang aman
Kejernihan lensa: Gak ngebass
Kualitas pengerjaan: Masak kotaknya udah kebuka
Performa: Lumayan bagus terus statusnya sudah di diterima tp barang blm ada di alamat tujuan hadeehh"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Performa: Suara nya ga terlalu ngebas suara nya cempreng
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"cuman 1 yang berfungsi sebelah nya lagi tidak berfungsi apa ada kesalahan?
Performa: bagus sih cuman yang sebelah ga ada suara gimana nih?"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Kualitas pengerjaan: Biasa
Kejernihan lensa: Biasa
Sesuai lah dengan harga promo 
Packing pun biasa aja"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Kurang bas nya tapi word it si dengan harga segitu
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Suaranya gede banget walaupun volume nya dah paling kecil, dan suaranya suka nge crash, tapi dari produknya sih bagus, aestetic"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"bagus, kurangnya ga ad on off nya, jadi habis cas klo kesenggol dikit malah nyedot ke batrainya jadi kesedot trus, jdi kebanyakan ngecas akhirnya, contohnya yg di foto dan vid saya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"review jujur ya, paketnya udah sampai dari 3 hari lalu sebenarnya aku pakai 3 hari biar tau seperti apa kualitasnya. Ada 2 hal minus di produk ini, 1 baterai case chargernya cepet habis dan cuma bertahan 2 jam doang dalam mode standby, 2 sensor di headsetnya klo gsngja ksntuh lngsng bka Gemini trs😓"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"kalo dari bentuknya sih bagus,,
cuma ya itu,pas lagi denger musik,tiba tiba keganti sendiri,terkadang mati sebelah,terus gak ada bas nya sama sekali 😌"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"hemm kiyutt pinke pinke sukaa, design nya kerenn, but susah banget di sambungin ke Bluetooth (gatau yh kalo kek gini hp aku apa tws nya yang salah tapi nyebelin bat suer)"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"terlalu besar,bahkan di volume kecil pun masih sangat besar,koneksi bluetooth bagus langsung nyambung,kurang di volume aja"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"bagus barangnya cuman kenceng banget jir suaranya, ga cocok buat malem hari saking kencengnya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"ada lecet dibagian atas nya tapi ok lah suara ngebas mntep hehe semoga awet ya ka
Kejernihan lensa: mayan
Kualitas pengerjaan: mayan
Performa: uhu"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Performa: Kualitas Sesuai harga
Untuk mendengarkan musik kurang rekomend sih. Cocok untuk standby tlp"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Duh tolong di perhatikan yaka sebelahnya GK berfungsi mati
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Kak gimana ya ini? Ini kadang nyambung kadang enggak itu nya, tadi satunya nyambung tapi satunya engga terus sekarang gak bisa sama sekali , gimana nih kak, 😭🗿 memang tadi dicoba bisa tapi sekarang gak bisaaa"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Untuk awalan sudah tidak puas yah karna terjadi cacat magnet nya tidak bisa kepasang
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Mohon maaf kak saya kasih bintang 3 karena untuk kualitas headset nya cuman hidup yang sebelah kiri doang udh saya reset &#34; tapi masih tetap kakk mohon bantuannya 🙏
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,bagus sih cuman yg satunya ga berfungsi lagi padahal baru dtang
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Headset nya nyala sebelah kanan doang yg kiri mati ga ada suara nya pdhl baru pertama kali beli headset bluetooth tp udh kecewa 🥲
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,suara nya enak nge bass tapi yg terhubung cuma sebelah
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"indikator baterai nya nggk nyala samsek
pdhl udh di cas semaleman + baterainya ngga nambah 
tapi headset nya berfungsi"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Kejernihan lensa: Jernih
Kualitas pengerjaan: Lumayan
Performa: Hendsrd nya mati sebelah"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Maaf ya ngasih bintang 3 karena tes nya gak ada bas nya dan kalo volume nya kenceng suaranya kayak keras banget di kuping gak nyaman banget dan batre nya kalo ngisi tes nya boros kayang 1 menit udah 80 persen indikatornya padahal tadi masih 100 persen..
Performa: Gak ada bas nya"
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"Bagus banget! sayangnya yang satu nya tidak bisa nyala, padahal baru banget di buka dan di Cobain:("
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,Saya memesan headset bluetooth 3pcs paketnya memang sudah bagus dan headset nya juga tapii salah satu headset yang saya pesan tidak lengkap bahan bahanya
[COD] Headset Bluetooth Nirkabel TWS CID17 dengan Mikrofon dan Pengisian Casing Elektronik Audio Headset Wireless Earphone - PINK,3.0,"yh batrenya gk terlalu awet, tp ok lah sesuai hargaa"
